Population,Pedigree,Run,Rate,Number,Survival,Biomass
BC-8,BC,1,26.25,85,Low,0.04
BC-8,BC,1,26.25,86,Low,0.02
BC-8,BC,1,26.25,87,Low,0.17
BC-8,BC,1,26.25,88,Low,0.05
BC-8,BC,1,26.25,89,Low,0.02
BC-8,BC,1,26.25,90,Low,0.01
BC-8,BC,1,26.25,91,High,0.01
BC-8,BC,1,26.25,92,High,0.02
BC-8,BC,1,26.25,93,Low,0.09
BC-9,BC,1,26.25,1,Low,0.24
BC-9,BC,1,26.25,2,Low,0.18
BC-9,BC,1,26.25,3,Low,0.14
BC-9,BC,1,26.25,4,Low,0.11
BC-9,BC,1,26.25,5,Low,0.19
BC-9,BC,1,26.25,6,Low,0.25
BC-9,BC,1,26.25,7,Low,0.14
BC-9,BC,1,26.25,8,Low,0.11
BC-9,BC,1,26.25,9,Low,0.2
BC-9,BC,1,26.25,10,Low,0.16
BC-9,BC,1,26.25,11,Low,0.17
BC-9,BC,1,26.25,12,Low,0.2
BC-9,BC,1,26.25,13,Low,0.12
BC-9,BC,1,26.25,14,Low,0.2
BC-9,BC,1,26.25,15,Low,0.19
BC-9,BC,1,26.25,16,Low,0.15
BC-9,BC,1,26.25,17,Low,0.18
BC-9,BC,1,26.25,18,Low,0.2
BC-9,BC,1,26.25,19,Low,0.28
BC-9,BC,1,26.25,20,Low,0.16
BC-9,BC,1,26.25,21,Low,0.23
BC-9,BC,1,26.25,22,Low,0.2
BC-9,BC,1,26.25,23,Low,0.15
BC-9,BC,1,26.25,24,Low,0.23
BC-9,BC,1,26.25,25,Low,0.13
BC-9,BC,1,26.25,26,Low,0.19
BC-9,BC,1,26.25,27,Low,0.12
BC-9,BC,1,26.25,28,Low,0.15
BC-9,BC,1,26.25,29,Low,0.18
BC-9,BC,1,26.25,30,Low,0.29
BC-9,BC,1,26.25,31,Low,0.17
BC-9,BC,1,26.25,32,Low,0.15
BC-9,BC,1,26.25,33,Low,0.15
BC-9,BC,1,26.25,34,Low,0.13
BC-9,BC,1,26.25,35,Low,0.18
BC-9,BC,1,26.25,36,Low,0.06
BC-9,BC,1,26.25,37,Low,0.14
BC-9,BC,1,26.25,38,Low,0.21
BC-9,BC,1,26.25,39,Low,0.17
BC-9,BC,1,26.25,40,Low,0.18
BC-9,BC,1,26.25,41,Low,0.17
BC-9,BC,1,26.25,42,Low,0.15
BC-9,BC,1,26.25,43,Low,0.12
BC-9,BC,1,26.25,44,Low,0.12
BC-9,BC,1,26.25,45,Low,0.1
BC-9,BC,1,26.25,46,Low,0.14
BC-9,BC,1,26.25,47,Low,0.12
BC-9,BC,1,26.25,48,Died,0.04
BC-9,BC,1,26.25,49,Low,0.21
BC-9,BC,1,26.25,50,Low,0.13
BC-9,BC,1,26.25,51,Low,0.19
BC-9,BC,1,26.25,52,Low,0.06
BC-9,BC,1,26.25,53,Low,0.12
BC-9,BC,1,26.25,54,Low,0.11
BC-9,BC,1,26.25,55,Low,0.19
BC-9,BC,1,26.25,56,Low,0.18
BC-9,BC,1,26.25,57,Low,0.14
BC-9,BC,1,26.25,58,Low,0.12
BC-9,BC,1,26.25,59,Low,0.23
BC-9,BC,1,26.25,60,Low,0.13
BC-9,BC,1,26.25,61,Low,0.17
BC-9,BC,1,26.25,62,Low,0.05
BC-9,BC,1,26.25,63,Low,0.16
BC-9,BC,1,26.25,64,Low,0.25
BC-9,BC,1,26.25,65,Low,0.28
BC-9,BC,1,26.25,66,Low,0.08
BC-9,BC,1,26.25,67,Low,0.21
BC-9,BC,1,26.25,68,Low,0.23
BC-9,BC,1,26.25,69,Low,0.18
BC-9,BC,1,26.25,70,Low,0.23
BC-9,BC,1,26.25,71,Low,0.12
BC-9,BC,1,26.25,72,Low,0.1
BC-9,BC,1,26.25,73,Low,0.2
BC-9,BC,1,26.25,74,Low,0.19
BC-9,BC,1,26.25,75,Low,0.25
BC-9,BC,1,26.25,76,Low,0.25
BC-9,BC,1,26.25,77,Low,0.11
BC-9,BC,1,26.25,78,Low,0.15
BC-9,BC,1,26.25,79,Low,0.21
BC-9,BC,1,26.25,80,Low,0.2
BC-9,BC,1,26.25,81,Low,0.18
BC-9,BC,1,26.25,82,Low,0.25
BC-9,BC,1,26.25,83,Low,0.1
BC-9,BC,1,26.25,84,Low,0.14
BC-9,BC,1,26.25,85,Low,0.23
BC-9,BC,1,26.25,86,Low,0.25
BC-9,BC,1,26.25,87,Low,0.23
BC-9,BC,1,26.25,88,Low,0.14
BC-9,BC,1,26.25,89,Low,0.13
BC-9,BC,1,26.25,90,Low,0.13
BC-9,BC,1,26.25,91,Low,0.17
BC-9,BC,1,26.25,92,Low,0.24
BC-9,BC,1,26.25,93,Low,0.21
BC-9,BC,1,26.25,94,Low,0.07
BC-13,BC,1,26.25,1,Low,0.2
BC-13,BC,1,26.25,2,Low,0.14
BC-13,BC,1,26.25,3,Low,0.08
BC-13,BC,1,26.25,4,Low,0.13
BC-13,BC,1,26.25,5,Low,0.09
BC-13,BC,1,26.25,6,Low,0.19
BC-13,BC,1,26.25,7,Low,0.19
BC-13,BC,1,26.25,8,Low,0.08
BC-13,BC,1,26.25,9,Low,0.14
BC-13,BC,1,26.25,10,Low,0.21
BC-13,BC,1,26.25,11,Low,0.17
BC-13,BC,1,26.25,12,Low,0.11
BC-13,BC,1,26.25,13,Low,0.18
BC-13,BC,1,26.25,14,Low,0.08
BC-13,BC,1,26.25,15,Low,0.14
BC-13,BC,1,26.25,16,Low,0.15
BC-13,BC,1,26.25,17,Low,0.11
BC-13,BC,1,26.25,18,Low,0.16
BC-13,BC,1,26.25,19,Low,0.12
BC-13,BC,1,26.25,20,Low,0.15
BC-13,BC,1,26.25,21,Low,0.18
BC-13,BC,1,26.25,22,Low,0.1
BC-13,BC,1,26.25,23,Low,0.11
BC-13,BC,1,26.25,24,Low,0.05
BC-13,BC,1,26.25,25,Low,0.01
BC-13,BC,1,26.25,26,Low,0.08
BC-13,BC,1,26.25,27,Low,0.11
BC-13,BC,1,26.25,28,Low,0.04
BC-13,BC,1,26.25,29,Low,0.04
BC-13,BC,1,26.25,30,Low,0.06
BC-13,BC,1,26.25,31,Low,0.12
BC-13,BC,1,26.25,32,Died,0.01
BC-13,BC,1,26.25,33,Died,0.04
BC-13,BC,1,26.25,34,High,0.01
BC-13,BC,1,26.25,35,Medium,0.09
BC-13,BC,1,26.25,36,Medium,0.09
BC-13,BC,1,26.25,37,High,0.05
BC-13,BC,1,26.25,38,High,0.07
BC-13,BC,1,26.25,39,High,0.012
BC-13,BC,1,26.25,40,High,0.04
BC-13,BC,1,26.25,41,High,0.05
BC-13,BC,1,26.25,42,High,0.001
BC-13,BC,1,26.25,43,High,0.05
BC-13,BC,1,26.25,44,High,0.02
BC-13,BC,1,26.25,45,High,0.01
BC-13,BC,1,26.25,46,High,0.03
BC-13,BC,1,26.25,47,High,0.02
BC-13,BC,1,26.25,48,High,0.04
BC-13,BC,1,26.25,49,High,0.012
BC-13,BC,1,26.25,50,Medium,0.12
BC-13,BC,1,26.25,51,Medium,0.11
BC-13,BC,1,26.25,52,Medium,0.06
BC-13,BC,1,26.25,53,Medium,0.13
BC-13,BC,1,26.25,54,Medium,0.1
BC-13,BC,1,26.25,55,Medium,0.06
BC-13,BC,1,26.25,56,High,0.05
BC-13,BC,1,26.25,57,High,0.05
BC-13,BC,1,26.25,58,High,0.01
BC-13,BC,1,26.25,59,Medium,0.05
BC-13,BC,1,26.25,60,Died,0.001
F2-9,F2,2,26.25,1,Low,0.41
F2-9,F2,2,26.25,2,Low,0.36
F2-9,F2,2,26.25,3,Low,0.43
F2-9,F2,2,26.25,4,Low,0.4
F2-9,F2,2,26.25,5,Low,0.52
F2-9,F2,2,26.25,6,Low,0.48
F2-9,F2,2,26.25,7,Low,0.37
F2-9,F2,2,26.25,8,Low,0.33
F2-9,F2,2,26.25,9,Low,0.27
F2-9,F2,2,26.25,10,Low,0.37
F2-9,F2,2,26.25,11,Low,0.3
F2-9,F2,2,26.25,12,Low,0.26
F2-9,F2,2,26.25,13,Low,0.24
F2-9,F2,2,26.25,14,Low,0.37
F2-9,F2,2,26.25,15,Low,0.18
F2-9,F2,2,26.25,16,Low,0.16
F2-9,F2,2,26.25,17,Low,0.26
F2-9,F2,2,26.25,18,Low,0.2
F2-9,F2,2,26.25,19,Low,0.17
F2-9,F2,2,26.25,20,Low,0.2
F2-9,F2,2,26.25,21,Low,0.24
F2-9,F2,2,26.25,22,Low,0.24
F2-9,F2,2,26.25,23,Low,0.29
F2-9,F2,2,26.25,24,Low,0.4
F2-9,F2,2,26.25,25,Low,0.33
F2-9,F2,2,26.25,26,Low,0.38
F2-9,F2,2,26.25,27,Low,0.29
F2-9,F2,2,26.25,28,Low,0.4
F2-9,F2,2,26.25,29,Low,0.22
F2-9,F2,2,26.25,30,Low,0.24
F2-9,F2,2,26.25,31,Low,0.25
F2-9,F2,2,26.25,32,Low,0.37
F2-9,F2,2,26.25,33,Low,0.33
F2-9,F2,2,26.25,34,Low,0.29
F2-9,F2,2,26.25,35,Low,0.28
F2-9,F2,2,26.25,36,Low,0.24
F2-9,F2,2,26.25,37,Low,0.18
F2-9,F2,2,26.25,38,Low,0.22
F2-9,F2,2,26.25,39,Low,0.25
F2-9,F2,2,26.25,40,Low,0.31
F2-9,F2,2,26.25,41,Low,0.32
F2-9,F2,2,26.25,42,Low,0.29
F2-9,F2,2,26.25,43,High,0.1
F2-9,F2,2,26.25,44,Low,0.33
F2-9,F2,2,26.25,45,Low,0.38
F2-9,F2,2,26.25,46,Low,0.56
F2-9,F2,2,26.25,47,Low,0.46
F2-9,F2,2,26.25,48,Low,0.4
F2-9,F2,2,26.25,49,Low,0.6
F2-9,F2,2,26.25,50,Low,0.38
F2-9,F2,2,26.25,51,Low,0.47
F2-9,F2,2,26.25,52,Low,0.57
F2-9,F2,2,26.25,53,Low,0.62
F2-9,F2,2,26.25,54,Low,0.52
F2-9,F2,2,26.25,55,Low,0.42
F2-9,F2,2,26.25,56,Low,0.56
F2-9,F2,2,26.25,57,Low,0.64
F2-9,F2,2,26.25,58,Low,0.56
F2-9,F2,2,26.25,59,Low,0.79
F2-9,F2,2,26.25,60,Low,0.46
F2-9,F2,2,26.25,61,Low,0.44
F2-9,F2,2,26.25,62,Low,0.49
F2-9,F2,2,26.25,63,Low,0.37
F2-9,F2,2,26.25,64,Low,0.48
F2-9,F2,2,26.25,65,Low,0.3
F2-9,F2,2,26.25,66,Low,0.18
F2-9,F2,2,26.25,67,Low,0.53
F2-9,F2,2,26.25,68,Low,0.3
F2-9,F2,2,26.25,69,Low,0.42
F2-9,F2,2,26.25,70,Low,0.57
F2-9,F2,2,26.25,71,Low,0.54
F2-9,F2,2,26.25,72,Low,0.31
F2-9,F2,2,26.25,73,Low,0.54
F2-9,F2,2,26.25,74,Low,0.42
F2-9,F2,2,26.25,75,Low,0.55
F2-9,F2,2,26.25,76,Low,0.39
F2-9,F2,2,26.25,77,Low,0.48
F2-9,F2,2,26.25,78,Low,0.38
F2-9,F2,2,26.25,79,Low,0.45
F2-9,F2,2,26.25,80,Low,0.49
F2-9,F2,2,26.25,81,Low,0.43
F2-9,F2,2,26.25,82,Low,0.56
F2-9,F2,2,26.25,83,Low,0.27
F2-9,F2,2,26.25,84,Low,0.44
F2-9,F2,2,26.25,85,Low,0.34
F2-9,F2,2,26.25,86,Low,0.46
F2-9,F2,2,26.25,87,Low,0.5
F2-9,F2,2,26.25,88,Low,0.52
F2-9,F2,2,26.25,89,Low,0.33
F2-9,F2,2,26.25,90,Low,0.45
F2-9,F2,2,26.25,91,Low,0.33
F2-9,F2,2,26.25,92,Low,0.49
F2-9,F2,2,26.25,93,Low,0.38
F2-9,F2,2,26.25,94,Low,0.23
F2-9,F2,2,26.25,95,Low,0.48
F2-9,F2,2,26.25,96,Low,0.25
F2-9,F2,2,26.25,97,Low,0.39
F2-13,F2,2,26.25,1,Low,0.3
F2-13,F2,2,26.25,2,Low,0.29
F2-13,F2,2,26.25,3,Low,0.41
F2-13,F2,2,26.25,4,Low,0.26
F2-13,F2,2,26.25,5,Low,0.45
F2-13,F2,2,26.25,6,Low,0.36
F2-13,F2,2,26.25,7,Low,0.55
F2-13,F2,2,26.25,8,Low,0.52
F2-13,F2,2,26.25,9,Low,0.39
F2-13,F2,2,26.25,10,Low,0.34
F2-13,F2,2,26.25,11,Low,0.5
F2-13,F2,2,26.25,12,Low,0.33
F2-13,F2,2,26.25,13,High,0.17
F2-13,F2,2,26.25,14,Low,0.61
F2-13,F2,2,26.25,15,Low,0.33
F2-13,F2,2,26.25,16,Low,0.37
F2-13,F2,2,26.25,17,Low,0.56
F2-13,F2,2,26.25,18,Low,0.44
F2-13,F2,2,26.25,19,Low,0.46
F2-13,F2,2,26.25,20,Low,0.59
F2-13,F2,2,26.25,21,Low,0.55
F2-13,F2,2,26.25,22,Low,0.35
F2-13,F2,2,26.25,23,Low,0.23
F2-13,F2,2,26.25,24,Low,0.45
F2-13,F2,2,26.25,25,Low,0.5
F2-13,F2,2,26.25,26,Low,0.57
F2-13,F2,2,26.25,27,Low,0.42
F2-13,F2,2,26.25,28,Low,0.43
F2-13,F2,2,26.25,29,Low,0.36
F2-13,F2,2,26.25,30,Low,0.5
F2-13,F2,2,26.25,31,Low,0.38
F2-13,F2,2,26.25,32,Low,0.46
F2-13,F2,2,26.25,33,Low,0.4
F2-13,F2,2,26.25,34,Low,0.6
F2-13,F2,2,26.25,35,Low,0.48
F2-13,F2,2,26.25,36,Low,0.35
F2-13,F2,2,26.25,37,Low,0.36
F2-13,F2,2,26.25,38,Low,0.47
F2-13,F2,2,26.25,39,Low,0.38
F2-13,F2,2,26.25,40,Low,0.46
F2-13,F2,2,26.25,41,Low,0.46
F2-13,F2,2,26.25,42,Low,0.35
F2-13,F2,2,26.25,43,High,0.4
F2-13,F2,2,26.25,44,Low,0.32
F2-13,F2,2,26.25,45,Low,0.31
F2-13,F2,2,26.25,46,Low,0.29
F2-13,F2,2,26.25,47,Low,0.24
F2-13,F2,2,26.25,48,Low,0.27
F2-13,F2,2,26.25,49,Low,0.35
F2-13,F2,2,26.25,50,Low,0.32
F2-13,F2,2,26.25,51,Low,0.55
F2-13,F2,2,26.25,52,Low,0.36
F2-13,F2,2,26.25,53,Low,0.82
F2-13,F2,2,26.25,54,Low,0.37
F2-13,F2,2,26.25,55,Low,0.41
F2-13,F2,2,26.25,56,Low,0.17
F2-13,F2,2,26.25,57,Low,0.24
F2-13,F2,2,26.25,58,Low,0.6
F2-13,F2,2,26.25,59,Low,0.51
F2-13,F2,2,26.25,60,Low,0.51
F2-13,F2,2,26.25,61,Low,0.37
F2-13,F2,2,26.25,62,Low,0.36
F2-13,F2,2,26.25,63,Low,0.38
F2-13,F2,2,26.25,64,Low,0.3
F2-13,F2,2,26.25,65,Low,0.3
F2-13,F2,2,26.25,66,Low,0.22
F2-13,F2,2,26.25,67,Low,0.44
F2-13,F2,2,26.25,68,Low,0.31
F2-13,F2,2,26.25,69,Low,0.6
F2-13,F2,2,26.25,70,Low,0.39
F2-13,F2,2,26.25,71,Low,0.29
F2-13,F2,2,26.25,72,Low,0.31
F2-13,F2,2,26.25,73,Low,0.34
F2-13,F2,2,26.25,74,Low,0.37
F2-13,F2,2,26.25,75,Low,0.18
F2-13,F2,2,26.25,76,Low,0.35
F2-13,F2,2,26.25,77,Low,0.28
F2-13,F2,2,26.25,78,Low,0.47
F2-13,F2,2,26.25,79,Low,0.46
F2-13,F2,2,26.25,80,Low,0.3
F2-13,F2,2,26.25,81,Low,0.27
F2-13,F2,2,26.25,82,Low,0.29
F2-13,F2,2,26.25,83,Low,0.34
F2-13,F2,2,26.25,84,Low,0.25
F2-13,F2,2,26.25,85,Low,0.37
F2-13,F2,2,26.25,86,Low,0.38
F2-13,F2,2,26.25,87,Low,0.26
F2-13,F2,2,26.25,88,Low,0.21
F2-13,F2,2,26.25,89,Low,0.27
F2-13,F2,2,26.25,90,Low,0.37
F2-13,F2,2,26.25,91,Low,0.34
F2-13,F2,2,26.25,92,Low,0.35
F2-13,F2,2,26.25,93,Low,0.39
F2-13,F2,2,26.25,94,Low,0.3
F2-13,F2,2,26.25,95,Low,0.38
F2-13,F2,2,26.25,96,Low,0.35
F2-13,F2,2,26.25,97,Low,0.35
F2-13,F2,2,26.25,98,Low,0.25
BC-8,BC,2,26.25,1,Medium,0.17
BC-8,BC,2,26.25,2,Medium,0.22
BC-8,BC,2,26.25,3,Medium,0.15
BC-8,BC,2,26.25,4,Medium,0.16
BC-8,BC,2,26.25,5,Medium,0.17
BC-8,BC,2,26.25,6,Medium,0.16
BC-8,BC,2,26.25,7,Medium,0.2
BC-8,BC,2,26.25,8,Medium,0.17
BC-8,BC,2,26.25,9,Medium,0.31
BC-8,BC,2,26.25,10,Medium,0.16
BC-8,BC,2,26.25,11,Medium,0.17
BC-8,BC,2,26.25,12,Medium,0.1
BC-8,BC,2,26.25,13,Medium,0.17
BC-8,BC,2,26.25,14,Medium,0.13
BC-8,BC,2,26.25,15,Died,0.03
BC-8,BC,2,26.25,16,Medium,0.22
BC-8,BC,2,26.25,17,Medium,0.09
BC-8,BC,2,26.25,18,Medium,0.16
BC-8,BC,2,26.25,19,Medium,0.16
BC-8,BC,2,26.25,20,Medium,0.16
BC-8,BC,2,26.25,21,Medium,0.17
BC-8,BC,2,26.25,22,Medium,0.17
BC-8,BC,2,26.25,23,Medium,0.14
BC-8,BC,2,26.25,24,Medium,0.24
BC-8,BC,2,26.25,25,Medium,0.15
BC-8,BC,2,26.25,26,Died,0.02
BC-8,BC,2,26.25,27,High,0.1
BC-8,BC,2,26.25,28,High,0.1
BC-8,BC,2,26.25,29,Medium,0.14